task_id,model,stage_index,stage_name,parameter_group,candidate_index,note,best_val_MSE,selected,config_json
next_mean_return,lstm,1,LSTM lr sweep,lr,1,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64;seq_len=30,4.483227849069424e-05,True,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001, ""seq_len"": 30}"
next_mean_return,lstm,1,LSTM lr sweep,lr,2,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0005;batch=64;seq_len=30,4.562029484935241e-05,False,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0005, ""seq_len"": 30}"
next_mean_return,lstm,1,LSTM lr sweep,lr,3,model=LSTM;stage=lr_sweep;candidate_param=lr;candidates=0.001|0.0005|0.0001;fixed=batch:64|hidden:64|layers:2|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.0001;batch=64;seq_len=30,4.935999245720812e-05,False,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.0001, ""seq_len"": 30}"
next_mean_return,lstm,2,LSTM hidden sweep,hidden,1,model=LSTM;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=32;layers=2;lr=0.001;batch=64;seq_len=30,4.831860923885942e-05,False,"{""batch_size"": 64, ""hidden"": 32, ""layers"": 2, ""lr"": 0.001, ""seq_len"": 30}"
next_mean_return,lstm,2,LSTM hidden sweep,hidden,2,model=LSTM;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64;seq_len=30,4.483161782632623e-05,True,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001, ""seq_len"": 30}"
next_mean_return,lstm,2,LSTM hidden sweep,hidden,3,model=LSTM;stage=hidden_sweep;candidate_param=hidden;candidates=32|64|128;fixed=batch:64|layers:2|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=128;layers=2;lr=0.001;batch=64;seq_len=30,4.528255812070266e-05,False,"{""batch_size"": 64, ""hidden"": 128, ""layers"": 2, ""lr"": 0.001, ""seq_len"": 30}"
next_mean_return,lstm,3,LSTM layers sweep,layers,1,model=LSTM;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=64;layers=1;lr=0.001;batch=64;seq_len=30,5.6011219741941734e-05,False,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 1, ""lr"": 0.001, ""seq_len"": 30}"
next_mean_return,lstm,3,LSTM layers sweep,layers,2,model=LSTM;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=64;layers=2;lr=0.001;batch=64;seq_len=30,4.483069301281289e-05,False,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 2, ""lr"": 0.001, ""seq_len"": 30}"
next_mean_return,lstm,3,LSTM layers sweep,layers,3,model=LSTM;stage=layers_sweep;candidate_param=layers;candidates=1|2|3;fixed=batch:64|hidden:64|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=64;layers=3;lr=0.001;batch=64;seq_len=30,4.145777179364997e-05,True,"{""batch_size"": 64, ""hidden"": 64, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 30}"
next_mean_return,lstm,4,LSTM batch_size sweep,batch_size,1,model=LSTM;stage=batch_size_sweep;candidate_param=batch;candidates=32|64|128;fixed=hidden:64|layers:3|lr:0.001|seq_len:30;selection=best_val_MSE;hidden=64;layers=3;lr=0.001;batch=32;seq_len=30,4.550833478652929e-05,False,"{""batch_size"": 32, ""hidden"": 64, ""layers"": 3, ""lr"": 0.001, ""seq_len"": 30}"
